source_lang,target_lang,source_text,target_text
te,en,నాకు సహాయం కావాలి,I need help
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
te,hi,నాకు సహాయం కావాలి,मुझे मदद चाहिए
en,ja,This is my book,これは私の本です
en,ja,Welcome,ようこそ
en,ja,Hello,こんにちは
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
hi,en,आप कैसे हैं,How are you
en,hi,How are you,आप कैसे हैं
te,ja,నాకు సహాయం కావాలి,助けが必要です
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
te,en,ఇది నా పుస్తకం,This is my book
en,te,Good morning,శుభోదయం
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,ja,How are you,お元気ですか
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
hi,en,यह मेरी किताब है,This is my book
ja,en,おはようございます,Good morning
en,te,Hello,నమస్తే
ja,pa,助けが必要です,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
ja,en,私はプログラミングが好きです,I love programming
te,ja,నమస్తే,こんにちは
ja,te,これは私の本です,ఇది నా పుస్తకం
te,ja,శుభ రాత్రి,おやすみなさい
hi,ja,यह मेरी किताब है,これは私の本です
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
hi,en,सुप्रभात,Good morning
en,te,Thank you,ధన్యవాదాలు
ja,te,助けが必要です,నాకు సహాయం కావాలి
hi,ja,आप कैसे हैं,お元気ですか
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
en,hi,I love programming,मुझे प्रोग्रामिंग पसंद है
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
hi,te,शुभ रात्रि,శుభ రాత్రి
hi,te,शुभ रात्रि,శుభ రాత్రి
ja,hi,私は学生です,मैं एक छात्र हूँ
te,en,శుభోదయం,Good morning
te,en,నేను విద్యార్థిని,I am a student
te,ja,శుభ రాత్రి,おやすみなさい
hi,ja,सुप्रभात,おはようございます
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
en,pa,Hello,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,hi,おやすみなさい,शुभ रात्रि
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
te,en,నమస్తే,Hello
hi,ja,आप कैसे हैं,お元気ですか
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
ja,hi,こんにちは,नमस्ते
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
te,en,నాకు సహాయం కావాలి,I need help
hi,ja,आप कैसे हैं,お元気ですか
ja,hi,私はプログラミングが好きです,मुझे प्रोग्रामिंग पसंद है
hi,te,शुभ रात्रि,శుభ రాత్రి
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,pa,నాకు సహాయం కావాలి,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
ja,en,ありがとうございます,Thank you
ja,en,お元気ですか,How are you
en,ja,Welcome,ようこそ
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
en,ja,How are you,お元気ですか
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
ja,te,おやすみなさい,శుభ రాత్రి
ja,en,助けが必要です,I need help
hi,ja,स्वागत है,ようこそ
ja,en,これは私の本です,This is my book
en,te,Good night,శుభ రాత్రి
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
pa,ja,ਸ਼ੁਭ ਰਾਤ,おやすみなさい
ja,en,おはようございます,Good morning
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
hi,en,मुझे मदद चाहिए,I need help
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
ja,te,助けが必要です,నాకు సహాయం కావాలి
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
pa,te,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,నమస్తే
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
ja,hi,助けが必要です,मुझे मदद चाहिए
ja,en,私は学生です,I am a student
hi,en,यह मेरी किताब है,This is my book
en,hi,I am a student,मैं एक छात्र हूँ
en,te,Welcome,స్వాగతం
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,en,శుభోదయం,Good morning
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
en,hi,Hello,नमस्ते
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
ja,hi,助けが必要です,मुझे मदद चाहिए
te,en,శుభోదయం,Good morning
hi,te,धन्यवाद,ధన్యవాదాలు
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
hi,ja,नमस्ते,こんにちは
en,hi,Good night,शुभ रात्रि
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
te,en,నమస్తే,Hello
en,ja,Thank you,ありがとうございます
ja,hi,助けが必要です,मुझे मदद चाहिए
te,hi,స్వాగతం,स्वागत है
te,hi,శుభోదయం,सुप्रभात
pa,en,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,I need help
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
pa,hi,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,नमस्ते
te,en,శుభ రాత్రి,Good night
pa,en,ਧੰਨਵਾਦ,Thank you
hi,en,मुझे मदद चाहिए,I need help
ja,en,お元気ですか,How are you
en,ja,Thank you,ありがとうございます
en,hi,Hello,नमस्ते
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
hi,te,नमस्ते,నమస్తే
te,en,నాకు సహాయం కావాలి,I need help
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
te,en,నేను విద్యార్థిని,I am a student
te,en,నాకు ప్రోగ్రామింగ్ ఇష్టం,I love programming
en,hi,This is my book,यह मेरी किताब है
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
ja,hi,おやすみなさい,शुभ रात्रि
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
en,ja,I love programming,私はプログラミングが好きです
hi,te,शुभ रात्रि,శుభ రాత్రి
ja,te,おはようございます,శుభోదయం
te,en,మీరు ఎలా ఉన్నారు,How are you
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
en,ja,Good night,おやすみなさい
te,ja,ధన్యవాదాలు,ありがとうございます
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
en,hi,I am a student,मैं एक छात्र हूँ
ja,en,これは私の本です,This is my book
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
te,hi,స్వాగతం,स्वागत है
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
te,ja,శుభ రాత్రి,おやすみなさい
en,te,Good night,శుభ రాత్రి
te,ja,శుభోదయం,おはようございます
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,te,おやすみなさい,శుభ రాత్రి
ja,hi,ありがとうございます,धन्यवाद
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
en,ja,Good morning,おはようございます
te,en,స్వాగతం,Welcome
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,ja,స్వాగతం,ようこそ
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
en,te,Good night,శుభ రాత్రి
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
ja,te,これは私の本です,ఇది నా పుస్తకం
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
ja,en,私はプログラミングが好きです,I love programming
hi,en,नमस्ते,Hello
hi,ja,शुभ रात्रि,おやすみなさい
te,ja,శుభ రాత్రి,おやすみなさい
pa,en,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,I am a student
ja,hi,私はプログラミングが好きです,मुझे प्रोग्रामिंग पसंद है
en,te,This is my book,ఇది నా పుస్తకం
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
en,ja,How are you,お元気ですか
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
hi,en,स्वागत है,Welcome
hi,te,यह मेरी किताब है,ఇది నా పుస్తకం
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
en,ja,Good morning,おはようございます
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
te,hi,ధన్యవాదాలు,धन्यवाद
en,te,I am a student,నేను విద్యార్థిని
en,ja,Good night,おやすみなさい
ja,te,おやすみなさい,శుభ రాత్రి
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
pa,ja,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,これは私の本です
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
pa,en,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,Hello
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
ja,te,ありがとうございます,ధన్యవాదాలు
te,en,స్వాగతం,Welcome
ja,en,これは私の本です,This is my book
pa,te,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,నమస్తే
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
te,ja,నేను విద్యార్థిని,私は学生です
te,ja,నమస్తే,こんにちは
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,ఇది నా పుస్తకం,これは私の本です
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,ja,शुभ रात्रि,おやすみなさい
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,en,助けが必要です,I need help
en,hi,How are you,आप कैसे हैं
en,te,Hello,నమస్తే
ja,te,おやすみなさい,శుభ రాత్రి
en,pa,Good morning,ਸ਼ੁਭ ਸਵੇਰ
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
te,hi,మీరు ఎలా ఉన్నారు,आप कैसे हैं
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,te,ありがとうございます,ధన్యవాదాలు
ja,te,助けが必要です,నాకు సహాయం కావాలి
hi,ja,स्वागत है,ようこそ
hi,en,यह मेरी किताब है,This is my book
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
pa,ja,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,これは私の本です
pa,en,ਧੰਨਵਾਦ,Thank you
ja,te,これは私の本です,ఇది నా పుస్తకం
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
ja,pa,おやすみなさい,ਸ਼ੁਭ ਰਾਤ
hi,pa,मुझे मदद चाहिए,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
hi,te,स्वागत है,స్వాగతం
ja,hi,私は学生です,मैं एक छात्र हूँ
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
hi,te,शुभ रात्रि,శుభ రాత్రి
hi,ja,मुझे मदद चाहिए,助けが必要です
en,hi,I need help,मुझे मदद चाहिए
te,hi,నమస్తే,नमस्ते
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
pa,en,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,I need help
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,en,सुप्रभात,Good morning
ja,hi,こんにちは,नमस्ते
en,te,I need help,నాకు సహాయం కావాలి
ja,hi,助けが必要です,मुझे मदद चाहिए
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
pa,en,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,I am a student
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
ja,te,おはようございます,శుభోదయం
en,hi,Thank you,धन्यवाद
ja,te,助けが必要です,నాకు సహాయం కావాలి
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
en,te,I am a student,నేను విద్యార్థిని
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
hi,ja,मुझे मदद चाहिए,助けが必要です
ja,en,おはようございます,Good morning
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
hi,en,स्वागत है,Welcome
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
ja,hi,これは私の本です,यह मेरी किताब है
te,ja,నేను విద్యార్థిని,私は学生です
hi,en,मुझे मदद चाहिए,I need help
ja,en,これは私の本です,This is my book
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
te,en,ఇది నా పుస్తకం,This is my book
pa,en,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,I need help
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,en,私はプログラミングが好きです,I love programming
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,ja,నమస్తే,こんにちは
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
